Label, Num, Date, Query, Username, Tweet
0,"2329204790","Thu Jun 25 10:28:27 PDT 2009","NO_QUERY","CJROSE218","@koolgirl37 read my tweet below "
0,"2329204835","Thu Jun 25 10:28:27 PDT 2009","NO_QUERY","mattfca","My life  http://mattf.ca/2009/06/24/yay-me/"
0,"2329204987","Thu Jun 25 10:28:28 PDT 2009","NO_QUERY","360cookie","Tried to get the mutant Fawkes to follow me but he wouldn't  it's so lonely without followers I have never had one :$"
0,"2329205009","Thu Jun 25 10:28:28 PDT 2009","NO_QUERY","dandykim","Sick  Spending my day laying in bed listening to @taylorswift13"
0,"2329205038","Thu Jun 25 10:28:28 PDT 2009","NO_QUERY","bigenya","Gmail is down? "
0,"2329205473","Thu Jun 25 10:28:30 PDT 2009","NO_QUERY","LeeLHoke","rest in peace Farrah! So sad "
0,"2329205574","Thu Jun 25 10:28:30 PDT 2009","NO_QUERY","davidlmulder","@Eric_Urbane Sounds like a rival is flagging your ads. Not much you can do about that though "
1,"2329205794","Thu Jun 25 10:28:31 PDT 2009","NO_QUERY","tpchandler","has to resit exams over summer...  wishes he worked harder at first year of uni..."
1,"1467822272","Mon Apr 06 22:22:45 PDT 2009","NO_QUERY","ersle","I LOVE @Health4UandPets u guys r the best!! "
1,"1467822273","Mon Apr 06 22:22:45 PDT 2009","NO_QUERY","becca210","im meeting up with one of my besties tonight! Cant wait!!  - GIRL TALK!!"
1,"1467822283","Mon Apr 06 22:22:46 PDT 2009","NO_QUERY","Wingman29","@DaRealSunisaKim Thanks for the Twitter add, Sunisa! I got to meet you once at a HIN show here in the DC area and you were a sweetheart. "
1,"1467822287","Mon Apr 06 22:22:46 PDT 2009","NO_QUERY","katarinka","Being sick can be really cheap when it hurts too much to eat real food  Plus, your friends make you soup"
1,"1467822293","Mon Apr 06 22:22:46 PDT 2009","NO_QUERY","_EmilyYoung","@LovesBrooklyn2 he has that effect on everyone "
1,"1467822391","Mon Apr 06 22:22:47 PDT 2009","NO_QUERY","ajarofalmonds","@ProductOfFear You can tell him that I just burst out laughing really loud because of that  Thanks for making me come out of my sulk!"
1,"1467822447","Mon Apr 06 22:22:51 PDT 2009","NO_QUERY","vmdavinci","@r_keith_hill Thans for your response. Ihad already find this answer "
1,"1467822465","Mon Apr 06 22:22:48 PDT 2009","NO_QUERY","jessicavaliyi","@KeepinUpWKris I am so jealous, hope you had a great time in vegas! how did you like the ACM's?! LOVE YOUR SHOW!! "
1,"1467822489","Mon Apr 06 22:22:49 PDT 2009","NO_QUERY","emmasaur28","@tommcfly ah, congrats mr fletcher for finally joining twitter "
