feature1,feature2,feature3,target
-0.9605753933416866,0.26049478203942295,-0.34987847612173373,1
-0.9186153045302208,-0.3743925076739427,0.17325246566490324,1
-0.17800154516358274,0.38435857220530545,-1.4260696671414033,1
-0.009329645151907375,-0.30694499806868303,0.0027170769685758408,0
-0.48094319584374057,-0.5798278399244686,-1.2813812451755926,0
1.971090313203674,0.15757712210825817,-0.8130167108004195,0
-1.524376413040557,-1.1287238965177606,0.1274106438934098,0
0.5607826132810302,-0.9174362657231778,1.5211436112236036,0
-1.262692438898364,-0.5452849123132603,1.1626979547784928,1
2.0628471894593496,2.3513100857132723,1.06642031465337,1
-0.11569937664169204,0.003349607580196866,-1.3891781086853419,1
-0.1669556107000174,0.29799638519240623,-0.9741247071477004,0
-0.9555946348021305,0.5834920331964154,-1.6045410175601218,1
-0.4756436005823082,0.4048627828175186,0.6384507780137311,0
0.39649177767308863,1.181790341718035,0.20276452881108517,0
0.10377744618841074,-0.31786862218315237,-1.2099422134903592,1
0.5206129791125595,1.1744196660407857,-0.12270618832035414,1
0.014374337139764454,0.7572876744668077,0.18624222280194078,1
-0.8275932018575685,-0.08816225839584135,1.0249152191908795,1
-0.4174342736054265,1.7939517913777403,-0.6409315735160578,0
0.2269284357308148,0.8389379074486625,0.07403967466781182,0
-1.3804944782615218,-0.23616344039490883,1.4803276883613443,0
-0.6468679854343644,0.8824059891766831,-0.34770096134069706,0
0.9461296213206629,-0.6111765494599742,0.6096120800469189,0
-1.5544436891170923,0.7984298708606825,0.2126115716787896,1
1.2717417491515441,0.7823259611192331,-0.9079559741794393,0
1.390180527774538,0.542402868012866,0.105223226684265,1
-0.17593886392530445,1.8232826013373924,1.183037383846486,0
-0.1914024655198689,0.9550158775247628,0.26401722501228325,1
-0.019264844248020236,-1.8827412385984696,-0.26229361969071296,0
0.8125072256727868,1.078970111262251,1.7618942839305705,1
-0.5344718433786888,0.7961041013899727,0.2697395509176302,1
-0.3708337374519779,-0.06460076191420938,-0.5014534241069695,1
-1.8319355307175615,-0.47070533829850725,0.598815611887839,1
-1.4742236701138942,-0.8605311854501652,-1.2202882969834556,1
1.2900744070181454,-0.7170272860049614,-1.9269449892490662,1
0.5413156509742828,-2.382231052809101,3.1174489532335055,0
0.05083172562307769,0.7311634662526986,1.336720059181455,1
2.360923539813248,1.5632248178844927,-1.1282743081478643,1
0.5122307497841032,-0.6232811710504251,1.306991486589726,0
-0.8284599754522991,-0.09539737245016548,-0.8408428631391373,0
0.09638372290649982,0.013959087931882433,0.3181322393484429,1
1.0768048833004515,-1.4810829370412701,-0.5526528690356717,0
0.015654771555547484,0.2029855303883709,-0.8962950119522137,1
-0.8776036432405085,-0.7378540998768868,-1.1711276053531905,1
3.2645405205711637,0.5220331168135661,-0.4036911403692243,1
-1.1394973453461796,-0.8175373506925734,-1.5602565575979093,1
-2.397390345851441,2.1599453077585404,1.7042076293360142,1
-0.1278209397745613,0.32407269363825975,0.07039538879306485,1
-0.443414960725905,-0.7056442328490009,-0.31092851570464003,1
-0.0882159930693422,-0.48477360066142094,-0.34863824716061614,1
-0.5245312591221872,1.217788630256672,-1.0363003262386081,0
-1.1227595247379105,-0.40879962569671646,-2.2848159387165485,1
0.8171044707627396,-0.5651215710605043,-1.514734833103971,0
0.5107584210387408,-0.07807485087734378,0.4468450855199174,0
-0.7330218031394006,-1.0392170573641386,0.028198826559546412,1
1.8313216034965847,0.2606262249735511,-0.8775947527389407,1
0.8278886117101258,0.2995733507847677,-1.3085335965384897,1
1.6215118887685611,-0.16357490591541765,-0.9487314496002552,1
-0.221440666396092,0.2001172526018905,-0.16304896837124994,1
0.6849950848920568,-1.0098060200559473,0.31230862073626,1
0.9321344723701729,0.28839570138743226,-0.4465265482299062,0
-0.09400874721101503,-0.32999619964143967,0.07835349042571767,0
0.39691574131156176,-0.5054756083718298,-0.5085321661533687,0
-1.30091040472845,-1.624059267940792,-0.005066806541061532,0
